tweets,followers,AverageTweets,WordCount,AvgWordLength,NumbersCount,PunctuationCount,NounCount,VerbCount,MisspellCount,SentimentScore,category_News & Politics,category_family,category_entertainment,category_technology,category_Finance & Education,category_Health,category_Sports & Fitness,category_fashion,category_gaming,category_food,category_Lifestyle,topics_LIVE,topics_#OneFamily,topics_#SavIND,topics_SOLD,topics_invasion,topics_#TATIPLAuction,topics_UNSOLD,topics_#NCT
"Besides delivering power, this is a must-have for all FAA safety requirements",78303839,8.841121495,12,5.5,0,1,3,1,1,0.4215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you dislike change, you're going to dislike irrelevance even more. So ardently craven that, even tho we are both alive, we are still friends.",78303839,8.841121495,25,4.8,0,5,3,4,3,0.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla AI might be the coolest thing ever, but it also decays over time",78303839,8.841121495,14,4.071428571,0,1,2,1,1,-0.5499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon fly by of Space Station planned for 12:47 am California time. All systems green. #dragonlaunch,78303839,8.841121495,16,5.375,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Production Raptor goal is specific impulse of 382 seconds and thrust of 3 MN (~310 metric tons) at 300 bar,78303839,8.841121495,20,4.35,3,2,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woohoo, Tesla dual motor cars will get 10% bigger than gasoline cars!",78303839,8.841121495,12,4.833333333,0,3,5,1,1,0.5562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anarcho-syndicalism FTW!!,78303839,8.841121495,2,12,0,2,1,0,1,0.6505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Why are you so dogematic, they ask. I say uh ... nebulosity.",78303839,8.841121495,12,4.083333333,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Prince de Mars,78303839,8.841121495,5,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I know it’s a little off-brand, but kids love it",78303839,8.841121495,10,3.9,0,1,2,3,0,0.7783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corporate video posting policy,78303839,8.841121495,4,6.75,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla is bringing much improved, 2.5-liter V8 is gasoline engine &amp; tripped up at 1.9M lb-F. Looks ok on highway, next version will have better legroom.",78303839,8.841121495,26,5,0,5,6,5,1,0.802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Root &amp; ♥♥️,78303839,8.841121495,3,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla will make fabulous short shorts in radiant red satin with gold trim,78303839,8.841121495,13,4.692307692,0,0,4,1,0,0.7579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It really is w a meal plan,78303839,8.841121495,7,2.857142857,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Battery pack swap is active between SF and LA and seems to be working well. Supercharging is the future, though, for non-commercial traffic.",78303839,8.841121495,23,5.130434783,0,4,6,2,2,0.5859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9 months later, still no rain for the people of Puerto Rico",78303839,8.841121495,12,4,1,1,3,0,0,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gonna put an old school drive-in, roller skates &amp; rock restaurant at one of the new Tesla Supercharger locations in LA",78303839,8.841121495,21,4.857142857,0,3,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Already sold over 200,000 cars with full Autopilot software release in early October. Almost ready to rollout to wide use in Europe &amp; Asia.",78303839,8.841121495,24,5,0,4,4,2,0,0.2975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reason RBC is higher is because of reduced Q1 production &amp; reduced Q2 demand. Right question is why?,78303839,8.841121495,18,4.833333333,0,4,3,2,1,-0.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huge thank you to all Tesla supporters for helping with car deliveries all around the world. Your support over the years is super appreciated!!,78303839,8.841121495,24,5,0,3,6,3,0,0.9606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solar power is actually very, very good. We are looking at 1.25W/kg solar power capacity &amp; will have solar power for whole planet foraging for food on ~moon near Giga Texas.",78303839,8.841121495,31,4.741935484,0,5,6,3,1,0.5379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pack swap is active between Tesla battery stores and ours,78303839,8.841121495,10,4.8,0,0,4,0,0,0.4019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max thrust at lift-off is 5.1 million pounds or 2300 metric tons. First mission will run at 92%.,78303839,8.841121495,18,4.388888889,1,3,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Later improvements: -Resolving an upstream water issue with the V8.1 software release,78303839,8.841121495,12,6.166666667,0,1,5,0,0,0.5994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am happy to report that Tesla Motors and SpaceX have narrowly missed one billion dollar sales deal,78303839,8.841121495,17,4.823529412,0,0,3,2,1,0.3612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715 companies &amp; regions worldwide that make 500T or more of audio or video content. These are the people that own The Boring Company.,78303839,8.841121495,24,4.75,1,4,7,2,0,-0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covid-19 is the virus of Theseus.,78303839,8.841121495,6,4.666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pluto-19 is Plaid,78303839,8.841121495,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good feedback from Grasshopper flight controllers. Several hundred returned fire-resistant, so probably won't be able to maintain low velocity for long.",78303839,8.841121495,21,6.285714286,0,3,5,2,0,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"These can hold up to heavy weather, but pure endurance is the best we can do in deep space.",78303839,8.841121495,19,3.842105263,0,2,3,2,0,0.7783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just in the US$1000 range. Sold all titanium eyes. Should be able fit most of our other titanium ones.,78303839,8.841121495,19,4.421052632,0,4,5,1,1,0.3612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If this is the only issue, flight would be fine, but need to make sure that it isn't symptomatic of a more significant upstream root cause",78303839,8.841121495,26,4.346153846,0,2,4,2,0,0.7175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Possible Starship flight tomorrow afternoon,78303839,8.841121495,5,7.8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turns out the Mars Colonial era has a lot of old news stories about hippie gangsters &amp; giant gold eggs …,78303839,8.841121495,21,4.19047619,0,2,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not easy coming up with a good cover story for an underground volcano lair, but I think we've figured it out",78303839,8.841121495,21,4.19047619,0,1,4,3,0,0.0636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rounding up to 1 sec for a bit of timing margin. Updating flight computer command sequence …,78303839,8.841121495,17,4.470588235,1,1,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida event,78303839,8.841121495,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T minus 60 seconds: flamethrower mode will launch any time soon,78303839,8.841121495,11,4.818181818,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apple might make a great smart phone, too",78303839,8.841121495,8,4.25,0,1,1,1,0,0.7783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cause still unknown after several thousand engineering-hours of review. Now parsing data with a hex editor to recover final milliseconds.,78303839,8.841121495,20,5.9,0,2,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If consumption is low, then the tax is proportionately low. We should prob not have tax on basic foods &amp; critical meds. They are majority owned by the aristocracy.",78303839,8.841121495,29,4.793103448,0,6,8,2,3,-0.6705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Would also like to correct expectations that Tesla/SolarCity may need to raise equity or self-serve option prices. Data suggests otherwise.,78303839,8.841121495,20,6,0,2,6,6,1,0.3612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will be building a Hyperloop test track and tunnel prototypes complete with elevators &amp; line of sight (��) system. Main goal is actually 2900 mN long, which is roughly the width of a parking garage.",78303839,8.841121495,35,4.8,1,7,14,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welcome @ETraccup to the Tesla Engineering & Connector team. Mr. Carmack will most likely be credited directly for the improved design; EV owners can still get a Model 3. Also, newer cars have better autonomy.",78303839,8.841121495,35,5,0,7,5,3,1,0.8948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The hardest part about Phantom is actually coding. Thought it would take years, but you get there by yourself",78303839,8.841121495,19,4.789473684,0,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Tesla cars delivered in the final three days of the year will get three months of the Full Self-Driving option for free. Delivery &amp; docs must be fully complete by midnight Dec 31st.,78303839,8.841121495,34,4.588235294,0,4,9,3,0,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicious will summon many deadly threats as he unleashes a relentless stream of deadly blows,78303839,8.841121495,15,5.133333333,0,0,3,2,0,-0.6249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla Solar Panels &amp; Solar Roof will have solar panels &amp; a chassis with a header &amp; a header bit. Solar Panels will have solar panels.,78303839,8.841121495,26,4.615384615,0,8,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Working on Top Secret Tesla Masterplan, Part 2",78303839,8.841121495,8,4.875,1,1,0,1,0,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"At our design max, this might be a beast for road &amp; rail",78303839,8.841121495,13,3.692307692,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrohard &gt;&gt; Microsoft,78303839,8.841121495,3,8.666666667,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warning, some may find this explanation upsetting. We take threats very seriously. And we will respond to them with violence.",78303839,8.841121495,20,5.3,0,4,4,3,0,-0.9245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just in the US, if you want the Tesla Full Self-Driving price to go down by $1k. Appears to be enough to do so.",78303839,8.841121495,24,3.666666667,0,4,2,5,1,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Headed to see Guardians 2 w my bro and kids. Loved the first one.,78303839,8.841121495,14,3.714285714,1,2,2,3,0,0.5994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"What many people don’t realize is that Tesla is actually developing a pod engine for cars. This is not a super risky project, but it is a significant investment. The public should too.""",78303839,8.841121495,33,4.636363636,0,4,6,2,0,0.1086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A brief but important glimpse at the future of AI software is at the heart of the matter,78303839,8.841121495,18,3.944444444,0,0,5,0,1,0.3291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relatively speaking,78303839,8.841121495,2,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shout out to the great people of Tesla, who do not wish to be associated with this company. We intend to take this matter to the extreme.",78303839,8.841121495,27,4.111111111,0,3,4,5,0,0.4528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Might buy a Hermes GOL 10-pack of candy. Poweringonian lettering and tuxedo lining.,78303839,8.841121495,13,5.461538462,0,2,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire, checkouts, static fire, fly to 60,000 ft &amp; back.",78303839,8.841121495,25,4.68,0,9,6,2,2,-0.5859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Still hard to believe that a few days after launching, we will actually make it work",78303839,8.841121495,16,4.3125,0,1,1,4,0,-0.1027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbase will grow by several thousand people over the next year or two,78303839,8.841121495,13,4.538461538,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Must be a slow news day if denying service to a super rude customer gets this much attention,78303839,8.841121495,18,4.166666667,0,0,5,2,0,-0.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla Supercharger network now energized from New York to LA, both coast + Texas! Approx 80% of US population covered.",78303839,8.841121495,20,4.95,0,5,4,2,3,0.5562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What they do should be illegal,78303839,8.841121495,6,4.166666667,0,0,0,0,0,-0.5574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will also be doing a boatload of other things,78303839,8.841121495,9,4.111111111,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Armstrong was a hero to all of humanity. His spirit will carry us to the stars.,78303839,8.841121495,17,4,0,2,4,1,0,0.6486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rocket has fun in the dark! Lifesize foam generator things …,78303839,8.841121495,11,4.545454545,0,1,5,2,1,0.5562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starbase will grow by several thousand people over the next year or two, but it will not be the largest rocket station in the world.",78303839,8.841121495,25,4.32,0,2,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please trash me on Wikipedia. I’m just a page long bitching about how dumb ur thoughts are.,78303839,8.841121495,17,4.411764706,0,2,3,2,1,-0.4767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"At The Fault In Our Stars, Dan Carlin &amp; Frazer Harrison, write tales of epic adventure. And of ventriloquizing from space! All free — open to all!",78303839,8.841121495,27,4.592592593,0,7,3,2,1,0.5399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sounds like the rocket will try to land in the middle of nowhere &amp; dive right in! Aiming for good Falcon launch target.,78303839,8.841121495,23,4.391304348,0,4,5,4,1,0.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next year’s @Hyperloop competition will be in a 10km vacuum tunnel with a curve,78303839,8.841121495,14,4.714285714,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will be able to test electric vehicle thrusters early next year. Then flight testing.</endoftext|>,78303839,8.841121495,14,6.071428571,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<|startoftext|>Tesla Supercharger network now energized from New York to LA, both coast + Texas! Approx 80% of US population covered.",78303839,8.841121495,20,5.7,0,7,4,2,3,0.5562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wow, this might be my finest work. Accepting public keys for beta tests. Starship build pad at the Cape...",78303839,8.841121495,19,4.631578947,0,3,4,2,0,0.7506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twitter is spending engineering resources on this bs while ignoring the real issue — WWT — it’s the truth,78303839,8.841121495,19,4.578947368,0,0,6,3,1,-0.1027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model Y production for all 🇺🇸 🇺🇸 🇺🇸,78303839,8.841121495,8,3.5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8k"" of ice!",78303839,8.841121495,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8k"" or ~10 ft",78303839,8.841121495,4,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everything to the moon!,78303839,8.841121495,4,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple a la carte,78303839,8.841121495,4,3.25,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Continue to be amazed by the bravery, resilience &amp; tenacity of kids &amp; diving team in Thailand. Human character at its best.",78303839,8.841121495,22,5,0,7,6,1,0,0.8979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking forward to breaking ground on the @Tesla Shanghai factory in about 2 years. Hasn't been done in years.,78303839,8.841121495,19,4.842105263,1,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Astrobezilla 🚀 – ours is a rocket engine, so no turbopump",78303839,8.841121495,11,4.272727273,0,1,5,0,1,-0.4341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage Zero flight,78303839,8.841121495,3,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stage One,78303839,8.841121495,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Launch window: 3 days,78303839,8.841121495,4,4.5,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Launch tank pressure: min/max,78303839,8.841121495,4,6.5,0,1,4,0,0,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max flight velocity: Mach 1.25,78303839,8.841121495,5,5.2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max altitude: ~6000 m ~ ~ ~ ~,78303839,8.841121495,8,2.75,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertical velocity (mph): 0.78 * km/h,78303839,8.841121495,6,5.166666667,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in vertical velocity (mph): -0.10 * mph,78303839,8.841121495,8,4.875,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in horizontal velocity (mph): -0.10 * mph,78303839,8.841121495,8,5.125,0,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
These are all pretty amazing,78303839,8.841121495,5,4.8,0,0,0,0,0,0.7906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Headed to see Guardians 2 w my bro. He's great! Dang, we need this sequel.",78303839,8.841121495,15,4,1,4,2,3,0,0.6588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPS guided parafoil twisted slightly, so steering was not in good condition. In reentry, we re-enter atmosphere and land on landing lap. Yes!!!",78303839,8.841121495,23,5.260869565,0,7,7,6,2,0.2892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model X numbers should also improve by 0.1 sec on 0-60 mph and ~50% over Past 3M mph,78303839,8.841121495,18,3.722222222,0,1,5,1,0,0.4404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<|startoftext|>Baby Doge, doo, doo, doo, doo,",78303839,8.841121495,6,6.666666667,0,7,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Doge, doo, doo, doo, doo, doo,",78303839,8.841121495,7,4.142857143,0,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baby Doge, do",78303839,8.841121495,3,3.666666667,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Spacecraft Dragon return to base looking good. Dragon droneship will be in high demand!,78303839,8.841121495,15,5.333333333,0,2,3,2,0,0.4003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igniters!,78303839,8.841121495,1,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Right move is keep production,78303839,8.841121495,5,5,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, um ... not trying to brag or anything. I'm just saying that I think it's important to have a persona that isn't flippant.",78303839,8.841121495,24,4.25,0,3,1,5,2,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any sufficiently advanced in-game art is considered *advanced* by the devs.,78303839,8.841121495,11,5.909090909,0,3,3,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Any sufficiently advanced in-game design is considered *advanced* by the public.,78303839,8.841121495,11,6.363636364,0,3,3,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
было бы большой честью поговорить с вами,78303839,8.841121495,7,4.857142857,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yo, I don't hate Apple. It's a great company with a lot of talented people. I love their products and I'm glad they're doing an EV.",78303839,8.841121495,26,4.076923077,0,4,4,3,0,0.9558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"At some point, @Sulliview should be able to go live on Twitter",78303839,8.841121495,12,4.25,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goal is for unsubsidized solar power to cost less than grid electricity from coal or fracked gas,78303839,8.841121495,17,4.705882353,0,0,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla stock price is too high imo. I will raise the price &amp; you win!,78303839,8.841121495,15,3.866666667,0,4,4,2,0,0.6239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Just in the US, with great regulatory support from Medtronic. Yes, we are outsourcing manufacturing to make way more affordable gasoline!",78303839,8.841121495,21,5.571428571,0,4,4,2,1,0.8687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A lot of people don’t know about Unchained is true. It is the first studio VR game I have ever played. Fully cooperative multiplayer. Test drives of Fallout New Vegas &amp; Dragon. Rated R for Autopilot.,78303839,8.841121495,36,4.666666667,0,7,8,3,2,0.6369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So many great ideas for autonomous flying cars coming to market,78303839,8.841121495,11,4.818181818,0,0,3,2,0,0.6573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please note that the “brand new low-def video game being developed at Microsoft by SQUARE ENIX (who also designed Zelda)” will be completely remove/insulted at this stage.,78303839,8.841121495,27,5.37037037,0,3,5,5,1,0.3182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am donating $20M to Cameron County schools &amp; $10M to City of Brownsville for downtown revitalization. Details to follow next week.,78303839,8.841121495,21,5.428571429,0,6,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motor Trend tests Model S as fastest practical 0 to 60 mph in less than 10 seconds. Car will stop to adjust acceleration, then drive to 60+ mph in 2 to 3 minutes.""",78303839,8.841121495,33,3.96969697,5,3,6,4,0,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Looks like the Model S P100D Easter egg will be turned on/off by default in an hour or so. If that doesn't work, you can always go to home screen &amp; say ""Customization is enabled"" in the app menu. Tap OK in app interface &amp; camera roll.",78303839,8.841121495,47,4.170212766,0,8,12,7,1,0.6633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tesla Solar Roof V3 announcement goes live tonight. Order here: https://t.co/3sB9uNu7uR,78303839,8.841121495,11,7,0,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild $T1mes!,78303839,8.841121495,2,5.5,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome @TeslaMotors engineering class to deliver the first mass-produced electric car! Congrats @ensiocracy!,78303839,8.841121495,13,7.461538462,0,4,5,2,1,0.7896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Headed to see Guardians 2 w my bro &amp; Greg Sire (yeah he was great) at the pool party. Greg and I just shot a crazy long dildo. Wowwwwww.,78303839,8.841121495,29,3.862068966,1,7,2,3,1,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tintin A &amp; B will attempt to beam “hello world” in about 22 hours when they pass near LA,78303839,8.841121495,19,3.894736842,1,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yeah, this was a three engine landing burn, so triple deceleration of last flight. That's important to minimize gravity losses.",78303839,8.841121495,20,5.4,0,4,6,2,0,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tesla dual motor, all-wheel drive performance Model Y:",78303839,8.841121495,8,5.875,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7 sec  0-60mph,78303839,8.841121495,3,4.333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155 mph Top Speed,78303839,8.841121495,4,3.5,1,0,2,0,0,0.2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310 mile Range,78303839,8.841121495,3,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Model Y production for Model 3,78303839,8.841121495,6,4.166666667,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betting on race cars coming soon. Must be extremely difficult &amp; debug worthy to run. Progress towards goal is expressed as a percentage of CapEx score.,78303839,8.841121495,26,5,0,5,6,4,1,0.4417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am not suggesting that all robots should be dead and robots should be alive,78303839,8.841121495,14,4.428571429,0,0,2,1,0,-0.4019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Force Recruiting|,78303839,8.841121495,3,6.333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockholm: It (or the atmosphere),78303839,8.841121495,5,5.8,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking forward to the Gigafactory opening party on Friday,78303839,8.841121495,9,5.555555556,0,0,2,1,0,0.4019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
